Time & Date,Currency,Amount,Payment Type,Payment Provider,City,Order Type,Order ID,Name,Quantity,Discount,Shipping,Status
"4/7/2021, 2:49:36 AM",INR,"1,325.00",Single payment,Razorpay,PUNE,eCom Platform,730fd92d-f3c7-40b4-9bca-9d8413b3506d,"Valentina Lip Tint, Lucid Select an Option:Squeeze Tube, Woody Select an Option:Big doe wand, Ruby Select an Option:Squeeze Tube",4,,,Successful
"4/7/2021, 2:49:14 AM",INR,560,Single payment,Razorpay,Mumbai,eCom Platform,221068ae-7296-4f93-830b-5806c65e3e4d,Woody Select an Option:Big doe wand,1,,60,Successful
"4/7/2021, 2:48:51 AM",INR,"8,150.00",Single payment,Offline Payments,Noida,eCom Platform,c0d94f79-5b86-412b-9b6f-954295bbb284,"Body Oil Select an Option:Copper Shimmer oil, Dinero Select an Option:Big doe wand, Bills Select an Option:Big doe wand, Euphoria Select an Option:Big doe wand, Woody Select an Option:Big doe wand, Ruby Select an Option:Big doe wand, Golden Hour Select an Option:Cylindrical Tube, Sangria Select an Option:Big doe wand, Bitchy Peachy Select an Option:Cylindrical Tube",16,,,Successful
"4/7/2021, 2:48:44 AM",INR,577.5,Single payment,Razorpay,Bengaluru,eCom Platform,0206c2ab-716f-43ee-ab70-1c6874ba128b,"Valentina Lip Tint, Golden Hour Select an Option:Squeeze Tube",2,57.5,60,Successful
"4/7/2021, 2:48:11 AM",INR,"1,250.00",Single payment,Offline Payments,TIRUPATI,eCom Platform,bd40ed96-8f1b-40ba-9caf-7925b3d0f167,"Heart Mirror Color::Pink, Lash & Brow Growth Oil",2,,,Successful
"4/7/2021, 2:47:07 AM",INR,510,Single payment,Razorpay,Ernakulam,eCom Platform,62f6a8ad-e025-4f9c-8a72-5acad1a2bb60,"Woody Select an Option:Squeeze Tube, Sangria Select an Option:Squeeze Tube",2,50,60,Successful
"4/7/2021, 2:45:18 AM",INR,"1,500.00",Single payment,Razorpay,Kolkata,eCom Platform,b86584b6-5bd5-458f-8087-d7fc3daa7294,"Bills Select an Option:Big doe wand, Dinero Select an Option:Big doe wand, Poo Select an Option:Big doe wand",3,,,Successful
"4/7/2021, 2:43:36 AM",INR,"2,115.00",Single payment,Offline Payments,Bengaluru,eCom Platform,efeec0a0-4441-406b-966a-bb4fbbc8c998,"Bills Select an Option:Squeeze Tube, Boba Gloss Select an Option:Honey Wand, Sangria Select an Option:Squeeze Tube, Bubblegum Select an Option:Squeeze Tube, Ruby Select an Option:Squeeze Tube, 24K rose Lip Oil Gloss Select an Option:Big doe wand, Magic Potion",7,235,,Successful
"4/7/2021, 2:41:57 AM",INR,"1,050.00",Single payment,Offline Payments,bhiwandi,eCom Platform,386a5990-ef3a-4471-a618-b27f66cf498d,"24K rose, Lash & Brow Growth Oil, Sangria Select an Option:Sample Gloss",3,,,Successful
"1/7/2021, 2:40:43 PM",INR,"2,375.00",Single payment,Offline Payments,Thane,eCom Platform,28bc60e4-3a90-4c9b-8983-b8fbe71ff13d,"Lip Care Bundle Lip Scrub:Ruby | Lip Oil:Lavendor | Lip Balm:Durazno, Valentina Lip Tint, Heather Body Butter, Ruby Select an Option:Big doe wand",4,,,Successful
"30/6/2021, 01:25:58 PM",INR,655,Single payment,Razorpay,Trivandrum,eCom Platform,b76151e9-fb2d-4513-b19c-9a243be1016f,Make your own sample Bundle Gloss 5:Euphoria | Gloss 4:Ruby | Gloss 3:Bubblegum | Gloss 2:Woody | Gloss 1:Moonlight,1,105,60,Successful
"30/6/2021, 12:04:12 PM",INR,"1,600.00",Single payment,Offline Payments,Ahmedabad,eCom Platform,4b3bd234-cfd0-4d30-956a-8fb7a47309c1,"Lip and Eye mask Bundle, Lip Care Bundle Lip Scrub:Two-sided Love | Lip Oil:24K rose | Lip Balm:Ruby",4,,,Successful
"30/6/2021, 02:04:38 AM",INR,560,Single payment,Razorpay,Mumbai,eCom Platform,aeefe5fd-1d6f-41c2-82d9-6508d263ef0a,Kiwi Punch Select an Option:Big doe wand,1,,60,Successful
"29/6/2021, 10:41:10 PM",INR,920,Single payment,Offline Payments,Pune,eCom Platform,da4edda7-e6d3-43f8-9ca5-27ed573ba0c4,"Tropical Vibes Body Butter, Tan Lip Balm",2,,120,Successful
"29/6/2021, 02:46:21 AM",INR,610,Single payment,Razorpay,Bangalore,eCom Platform,40030eae-cafa-4485-93c0-3df84437cbf2,Bubblegum Select an Option:Cylindrical Tube,1,,60,Successful
"29/6/2021, 02:41:30 AM",INR,610,Single payment,Razorpay,Bangalore,eCom Platform,fabc99e7-0b2a-4933-a56d-da8e065af826,Bubblegum Select an Option:Cylindrical Tube,1,,60,Declined
"29/6/2021, 12:55:26 AM",INR,"1,350.00",Single payment,Offline Payments,Madurai,eCom Platform,2265b84f-0b27-4cbd-8fdf-1b446854240c,"Euphoria Select an Option:Cylindrical Tube, Kiwi Punch Select an Option:Squeeze Tube, Moonlight Select an Option:Cylindrical Tube",3,,,Successful
"26/6/2021, 02:00:37 PM",INR,"2,000.00",Single payment,Offline Payments,Adra,eCom Platform,7b85b46c-b116-47ed-966f-8cb06481e46a,"Golden Hour Select an Option:Big doe wand, Euphoria Select an Option:Big doe wand, Moonlight Select an Option:Big doe wand, Bubblegum Select an Option:Big doe wand",4,,,Successful
"26/6/2021, 01:55:14 PM",INR,885,Single payment,Offline Payments,New Delhi,eCom Platform,b81c0778-a6ee-4aab-864a-9310a3bed53c,"Ruby Select an Option:Big doe wand, Valentina Lip Tint",2,,60,Successful
"26/6/2021, 11:34:05 AM",INR,760,Single payment,Razorpay,Anand,eCom Platform,4f377cf8-1bbb-46a6-8aff-e1dd75998a13,Make your own sample Bundle Gloss 5:Kiwi Punch | Gloss 4:Golden hour | Gloss 3:Euphoria | Gloss 2:Nudes | Gloss 1:Woody,1,,60,Successful
"26/6/2021, 04:11:19 AM",INR,670,Single payment,Offline Payments,Ahmedabad,eCom Platform,cadafb8b-112e-4620-9825-ed93eb09d64b,Tropical Vibes Body Butter,1,,120,Successful
"26/6/2021, 12:09:40 AM",INR,527.5,Single payment,Razorpay,Bangalore,eCom Platform,5e87c851-fc6c-4136-932c-a3769aa26420,Bubblegum Select an Option:Cylindrical Tube,1,82.5,60,Successful
"25/6/2021, 04:03:09 AM",INR,820,Single payment,Offline Payments,Pune,eCom Platform,e18ed422-31ea-4f60-ae22-4b9b3384e44a,Make your own sample Bundle Gloss 5:Bitchy Peachy | Gloss 4:Nudes | Gloss 3:Sangria | Gloss 2:Woody | Gloss 1:Ruby,1,,120,Successful
"25/6/2021, 02:01:37 AM",INR,610,Single payment,Razorpay,Gurgaon,eCom Platform,68713b17-422a-4816-9ff8-58360eac5153,Body Oil Select an Option:Copper Shimmer oil,1,,60,Successful
"23/6/2021, 03:11:07 AM",INR,"4,565.00",Single payment,Offline Payments,Noida,eCom Platform,d0b8f306-57db-4fee-b27f-87fd4d59d6d5,"Heather Body Butter, Euphoria Select an Option:Cylindrical Tube, Kiwi Punch Select an Option:Big doe wand, Bubblegum Select an Option:Cylindrical Tube, Ruby Select an Option:Cylindrical Tube, Moonlight Select an Option:Cylindrical Tube, Golden Hour Select an Option:Big doe wand, Lip Mask, Heather Body Scrub",10,,,Successful
"21/6/2021, 03:38:09 AM",INR,655,Single payment,Razorpay,dholka,eCom Platform,146692a3-0c64-4edc-90bc-9bb6019cebe6,Make your own sample Bundle Gloss 5:Bitchy Peachy | Gloss 4:Bubblegum | Gloss 3:Nudes | Gloss 2:Sangria | Gloss 1:Ruby,1,105,60,Successful
"19/6/2021, 07:27:35 AM",INR,870,Single payment,Offline Payments,Sai Enclave,eCom Platform,80302ef6-cd06-4059-b602-12bc8e3b4888,"Two-sided love, Lavendor Lip Oil",2,,120,Successful
"19/6/2021, 02:44:09 AM",INR,"1,120.00",Single payment,Offline Payments,Kolkata,eCom Platform,53fef05f-5354-4dd5-9088-43d9bcf6b2b6,Lip Care Bundle Lip Scrub:Two-sided Love | Lip Oil:24K rose | Lip Balm:Ruby,1,,120,Successful
"18/6/2021, 05:43:43 PM",INR,670,Single payment,Offline Payments,Kolkata,eCom Platform,47e32a9d-0ba1-48d6-9344-612feaf7f1c2,Body Oil Select an Option:Rose petals infused oil,1,,120,Successful
"18/6/2021, 06:32:30 AM",INR,527.5,Single payment,Offline Payments,Guwahati,eCom Platform,3e448740-471e-477d-910d-952203a1c66a,Ruby Select an Option:Cylindrical Tube,1,82.5,60,Successful
"17/6/2021, 12:21:12 PM",INR,490,Single payment,Offline Payments,New Delhi,eCom Platform,af8cac2c-1278-46f3-8fb5-d1072b2f8b66,"Lip Mask, Bubblegum Select an Option:Squeeze Tube",2,,120,Successful
"17/6/2021, 06:58:11 AM",INR,"1,100.00",Single payment,Razorpay,Pune,eCom Platform,a7aee53b-3264-41ee-9c1e-3b455178fe17,"Moonlight Select an Option:Cylindrical Tube, Bubblegum Select an Option:Cylindrical Tube",2,,,Successful
"17/6/2021, 02:28:26 AM",INR,"1,317.50",Single payment,Offline Payments,Agra,eCom Platform,1214c150-0d3f-4f5e-be7a-49850b4b3221,"Ruby Select an Option:Cylindrical Tube, Golden Hour Select an Option:Squeeze Tube, Kiwi Punch Select an Option:Squeeze Tube",5,232.5,,Successful
"16/6/2021, 08:59:00 PM",INR,"1,275.00",Single payment,Offline Payments,Hyderabad,eCom Platform,54d53e01-9204-452d-83be-f4a90962f932,"Euphoria Select an Option:Cylindrical Tube, Heather Body Scrub, Magic Potion",3,225,,Successful
"16/6/2021, 01:44:39 PM",INR,"1,105.00",Single payment,Offline Payments,Hyderabad,eCom Platform,49fe0f68-7ee1-44dc-8bbf-dd5d9829e2f4,"Lavendor Lip Oil, Magic Potion, Ruby Select an Option:Cylindrical Tube",3,195,,Successful
"16/6/2021, 12:55:22 PM",INR,740,Single payment,Razorpay,Nilambur,eCom Platform,ab5876a0-8890-4566-8756-dff058d826fa,"Heather Body Butter, Nudes Select an Option:Squeeze Tube",2,120,60,Successful
"16/6/2021, 11:26:20 AM",INR,527.5,Single payment,Razorpay,Candolim,eCom Platform,9f481656-7f8b-46d8-8630-fe872772a160,Nudes Select an Option:Cylindrical Tube,1,82.5,60,Successful
"16/6/2021, 10:45:33 AM",INR,527.5,Single payment,Razorpay,Prayagraj,eCom Platform,1ec36501-cb4c-4457-ba06-4a0b7cd89da6,Nudes Select an Option:Cylindrical Tube,1,82.5,60,Successful
"16/6/2021, 08:39:13 AM",INR,"1,105.00",Single payment,Razorpay,Hyderabad,eCom Platform,6b7c2a33-4347-4a16-a9b9-1fa0866e5f4c,"Ruby Select an Option:Cylindrical Tube, Tropical Vibes Body Butter, Lip and Eye mask Bundle",3,195,,Successful
"16/6/2021, 04:09:40 AM",INR,582.75,Single payment,Razorpay,Hyderabad,eCom Platform,099747cd-6fb7-467f-ad94-6744fe7d8b87,"Lip Mask, Magic Potion, Eye Mask",3,92.25,60,Successful
"16/6/2021, 03:04:16 AM",INR,608.75,Single payment,Offline Payments,Jalpaiguri,eCom Platform,06dcc5e6-ba1b-43c9-996e-bf902de331d5,Tropical Vibes Body Scrub,1,86.25,120,Successful
"16/6/2021, 02:49:47 AM",INR,527.5,Single payment,Razorpay,Nagpur,eCom Platform,a87a4a82-0b47-4cd0-9449-540b0e0ed0d5,Tropical Vibes Body Butter,1,82.5,60,Successful
"16/6/2021, 12:16:24 AM",INR,585,Single payment,Offline Payments,Faridabad,eCom Platform,4bcc8df9-69a6-4393-9f84-f86204df8d45,"Eye Mask, Lip Mask, Crystal sample",3,,120,Successful
"14/6/2021, 01:46:47 PM",INR,670,Single payment,Offline Payments,Nagpur,eCom Platform,92eec541-cba2-4ce6-b65d-a4ef83da93e8,Body Oil Select an Option:Golden Shimmer oil,1,,120,Successful
"14/6/2021, 04:15:38 AM",INR,760,Single payment,Razorpay,Patna,eCom Platform,de1fa40e-6dfd-4609-b4c1-949287bbae71,"Moonlight Select an Option:Cylindrical Tube, Ruby Select an Option:Sample Gloss",2,,60,Successful
"13/6/2021, 09:50:08 PM",INR,495,Single payment,Offline Payments,Diphu,eCom Platform,c0662f31-eaaf-42ac-a7a9-4716f775d737,Vampire's Kiss,1,,120,Successful
"13/6/2021, 03:43:27 PM",INR,585,Single payment,Offline Payments,Mumbai,eCom Platform,f2906002-1eee-4ddc-bf9d-295a4ec2eb8f,"Lip and Eye mask Bundle, Valentina Lip Tint",2,,60,Successful
"13/6/2021, 03:37:28 PM",INR,"1,650.00",Single payment,Offline Payments,Noida,eCom Platform,16cea29e-3c2d-4f42-90bf-c6bdb0af80ce,"Body Oil Select an Option:Golden Shimmer oil, Body Oil Select an Option:Rose petals infused oil",3,,,Successful
"13/6/2021, 09:28:06 AM",INR,710,Single payment,Razorpay,Hyderabad,eCom Platform,f8084847-0c18-4e38-a041-81f854ab26f6,"Golden Hour Select an Option:Sample Gloss, Nudes Select an Option:Squeeze Tube, 24K rose Lip Oil Gloss Select an Option:Squeeze Tube",3,,60,Successful
"13/6/2021, 09:24:54 AM",INR,"2,018.75",Single payment,Razorpay,Patiala,eCom Platform,41306c73-25cc-4cc2-9c3b-200ba7a4827c,"Lip Care Bundle Lip Scrub:Two-sided Love | Lip Oil:24K rose | Lip Balm:Ruby, Tropical Vibes Body Scrub, Body Oil Select an Option:Golden Shimmer oil",3,106.25,,Successful
"12/6/2021, 5:49:18 AM",INR,360,Single payment,Razorpay,Hyderabad,eCom Platform,30a5c064-a39e-41a5-80b2-cbb31d62917d,"Euphoria Select an Option:Sample Gloss, Nudes Select an Option:Sample Gloss",2,,60,Successful
"12/6/2021, 3:45:42 AM",INR,"1,100.00",Single payment,Razorpay,Bangalore,eCom Platform,f143ec21-4068-4524-90d0-c5e49e138f0e,"Tropical Vibes Body Butter, Body Oil Select an Option:Copper Shimmer oil",2,,,Successful
"11/6/2021, 7:01:28 PM",INR,"1,300.00",Single payment,Razorpay,New Delhi,eCom Platform,3ef5af0a-84a5-4b50-82db-f0b283531ea8,"Ruby Lip Scrub, 24K rose Lip Oil Gloss Select an Option:Squeeze Tube, Lip and Eye mask Bundle, Tropical Vibes Body Butter, Lavendor Lip Oil, Lip Plumper Select an Option:Sample Gloss, Bitchy Peachy Select an Option:Squeeze Tube",9,"1,300.00",,Successful
"11/6/2021, 3:20:35 PM",INR,670,Single payment,Offline Payments,Navi mumbai,eCom Platform,df102aa8-5a37-4246-a7ca-df2794dfda2f,Body Oil Select an Option:Copper Shimmer oil,1,,120,Successful
"11/6/2021, 1:22:06 PM",INR,360,Single payment,Razorpay,Bengaluru,eCom Platform,e6ce5d29-976a-4c60-b215-70a7667faa54,"Lucid Select an Option:Sample Gloss, Sangria Select an Option:Sample Gloss",2,,60,Successful
"11/6/2021, 9:04:08 AM",INR,620,Single payment,Offline Payments,"Majitar, east Sikkim",eCom Platform,b9695473-e4ac-4c6b-82aa-8093d2d8ec0a,"Ruby Lip Balm, Bitchy Peachy Select an Option:Squeeze Tube",2,,120,Successful
"11/6/2021, 5:30:03 AM",INR,"1,095.00",Single payment,Offline Payments,Shillong,eCom Platform,185a429c-d2e7-41ad-9593-56563fb71a60,"Eye Mask, Lip Mask, Ruby Lip Scrub",6,,120,Successful
"11/6/2021, 2:51:47 AM",INR,670,Single payment,Offline Payments,Kolkata,eCom Platform,08f7ce4a-e2a1-43b6-9b0c-e506acb13408,Moonlight Select an Option:Cylindrical Tube,1,,120,Successful
"11/6/2021, 1:16:46 AM",INR,870,Single payment,Offline Payments,Kolkata,eCom Platform,e6c0a3ec-8241-462a-8c9b-3c2066caf9a5,"Lavendor Lip Oil, Ruby Lip Scrub",2,,120,Successful
"10/6/2021, 9:07:42 PM",INR,"1,325.00",Single payment,Offline Payments,Singtam,eCom Platform,72006737-ce42-43ba-bb2d-ca6447a35a92,"Lip Plumper Select an Option:Sample Gloss, 24K rose, Vampire's Kiss, Magic Potion",4,,,Successful
"10/6/2021, 4:26:29 PM",INR,320,Single payment,Offline Payments,Itanagar,eCom Platform,d39203c7-b1f4-4067-8794-6594efee0705,Lip Plumper Select an Option:Sample Gloss,1,,120,Successful
"10/6/2021, 3:28:29 PM",INR,570,Single payment,Offline Payments,Namchi,eCom Platform,5ba2895f-73a2-485f-ae5c-13cdba5a23fa,"24K rose Lip Oil Gloss Select an Option:Squeeze Tube, Lip and Eye mask Bundle",2,,120,Successful
"10/6/2021, 3:19:55 PM",INR,610,Single payment,Offline Payments,Jodhpur,eCom Platform,9bd0b9ce-b39e-4a56-9cef-568fbbd54e79,Euphoria Select an Option:Cylindrical Tube,1,,60,Successful
"10/6/2021, 12:14:05 PM",INR,"1,675.00",Single payment,Offline Payments,Mumbai,eCom Platform,e195af2c-d235-4e46-9ce7-0a5f07bab7b6,"24K rose, Lavendor Lip Oil, Vampire's Kiss, Body Oil Select an Option:Lavendor buds infused oil",4,,,Successful
"10/6/2021, 9:11:55 AM",INR,760,Single payment,Razorpay,CHENGALPATTU,eCom Platform,d146e1bd-5ef2-4e15-b6f3-6d8ee180ec03,Make your own sample Bundle Gloss 5:Bubblegum | Gloss 4:Ruby | Gloss 3:24k Rose lip oil Gloss | Gloss 2:Nudes | Gloss 1:Sangira,1,,60,Successful
"10/6/2021, 5:30:43 AM",INR,"1,125.00",Single payment,Razorpay,Siddharth Nagar,eCom Platform,c764dab7-825d-498a-8bd7-af9545dfc36f,"Body Oil Select an Option:Rose petals infused oil, Heather Body Scrub",2,,,Successful
"10/6/2021, 3:12:46 AM",INR,"1,012.50",Single payment,Offline Payments,Uttarpara,eCom Platform,096c3b40-07df-4908-8fe3-74200e9d5fa4,"Tropical Vibes Body Scrub, Tropical Vibes Body Butter",2,112.5,,Successful
"10/6/2021, 2:36:29 AM",INR,670,Single payment,Offline Payments,Jalpaiguri,eCom Platform,64030afc-1a8b-4945-920a-9df9f903c4ee,Tropical Vibes,1,,120,Successful
"10/6/2021, 2:35:11 AM",INR,690,Single payment,Razorpay,Angul,eCom Platform,3ca2159d-edd8-42fe-893b-d5574e464f05,Make your own sample Bundle Gloss 5:Woody | Gloss 4:Bubblegum | Gloss 3:Nudes | Gloss 2:Sangria | Gloss 1:Ruby,1,70,60,Successful
"9/6/2021, 11:43:00 AM",INR,"1,175.00",Single payment,Offline Payments,Imphal,eCom Platform,d221ce28-93f3-4267-ac36-1e541d83fa14,"Nudes Select an Option:Cylindrical Tube, Ruby Select an Option:Sample Gloss, Valentina Lip Tint, Sangria Select an Option:Sample Gloss",4,,,Successful
"8/6/2021, 10:55:57 PM",INR,"1,125.00",Single payment,Offline Payments,Agartala,eCom Platform,38926b59-5c58-4e05-b8a1-39e7f99354b2,"Golden Hour Select an Option:Big doe wand, Lavendor Lip Oil, ECSTATIC",3,,,Successful
"8/6/2021, 11:37:25 AM",INR,610,Single payment,Offline Payments,longding,eCom Platform,1d7dc5e5-b04c-4832-8380-a3ded4e4f9c6,Euphoria Select an Option:Cylindrical Tube,1,,60,Successful
"8/6/2021, 11:34:01 AM",INR,"1,275.00",Single payment,Offline Payments,Mumbai,eCom Platform,7788ab79-6c80-49c3-8ec3-30f5033d8a89,"Two-sided love, Lucid Select an Option:Big doe wand, Lip and Eye mask Bundle",4,,,Successful
"7/6/2021, 12:14:06 PM",INR,635,Single payment,Offline Payments,Sambalpur,eCom Platform,4be7c813-0cf3-4573-aca7-ad66693a522e,"24K rose, Lip and Eye mask Bundle",2,,60,Successful
"7/6/2021, 5:22:18 AM",INR,360,Single payment,Offline Payments,The Nilgiris,eCom Platform,3f6ec2c6-389b-498b-b326-36e7383da8b2,"Nudes Select an Option:Sample Gloss, Euphoria Select an Option:Sample Gloss",2,,60,Successful
"6/6/2021, 12:30:46 PM",INR,210,Single payment,Offline Payments,Gurgaon,eCom Platform,b2649fef-612b-49b1-a121-9b45877656ed,Sangria Select an Option:Sample Gloss,1,,60,Successful
"6/6/2021, 12:28:14 PM",INR,600,Single payment,Offline Payments,ghaziabad,eCom Platform,e0789aa6-5ecc-47cc-a972-9eda1e15b288,"Lucid Select an Option:Sample Gloss, Lip Mask, Eye Mask, Moonlight Select an Option:Sample Gloss",4,,60,Successful
"6/6/2021, 12:02:04 PM",INR,560,Single payment,Razorpay,Bangalore,eCom Platform,265b41da-b702-43c2-b8d8-68a5318d0212,"Ruby Lip Balm, Tan Lip Balm",2,,60,Successful
"6/6/2021, 10:00:56 AM",INR,"1,021.25",Single payment,Razorpay,Chandigarh,eCom Platform,8aa68acf-e3b3-43b0-bb1c-4e1f6f3e5e13,"24K rose, Sangria Select an Option:Cylindrical Tube, Euphoria Select an Option:Sample Gloss",3,53.75,,Successful
"6/6/2021, 5:36:11 AM",INR,"2,025.00",Single payment,Offline Payments,Serchhip,eCom Platform,39078e72-d2f3-4d24-8cf5-1d76a10621dc,"Euphoria Select an Option:Cylindrical Tube, Moonlight Select an Option:Cylindrical Tube, Golden Hour Select an Option:Cylindrical Tube, 24K rose",4,,,Successful
"6/6/2021, 3:27:03 AM",INR,610,Single payment,Razorpay,Noida,eCom Platform,53a3e9c5-feee-4497-8085-f448a2a12ca4,Moonlight Select an Option:Cylindrical Tube,1,,60,Successful
"6/6/2021, 12:51:07 AM",INR,540,Single payment,Offline Payments,Mumbai,eCom Platform,6ccf6b1e-8adf-4afd-80b4-e406f06ebcdd,"Lucid Select an Option:Sample Gloss, Bitchy Peachy Select an Option:Sample Gloss, Eye Mask",3,,120,Successful
"5/6/2021, 3:21:49 PM",INR,670,Single payment,Offline Payments,Guwahati,eCom Platform,aa5eb76f-ba0e-426d-b1b2-8c5e677043f7,Sangria Select an Option:Cylindrical Tube,1,,120,Successful
"5/6/2021, 3:07:12 PM",INR,260,Single payment,Offline Payments,Mumbai,eCom Platform,fdd5c2b0-4796-4fe7-afda-9077952e630b,Lip Plumper Select an Option:Sample Gloss,1,,60,Successful
"5/6/2021, 11:56:18 AM",INR,"1,325.00",Single payment,Offline Payments,Imphal,eCom Platform,be5ec1fb-9cf3-46de-852e-db9fffd79bde,"Valentina Lip Tint, Lip Care Bundle Lip Scrub:Two-sided Love | Lip Oil:24K rose | Lip Balm:Ruby",2,,,Successful
"5/6/2021, 8:26:29 AM",INR,"1,100.00",Single payment,Offline Payments,New Delhi,eCom Platform,41ef499a-bbf6-4bb0-9dfe-563db84988c4,"Ruby Select an Option:Cylindrical Tube, Sangria Select an Option:Cylindrical Tube",2,,,Successful
"4/6/2021, 11:54:14 AM",INR,385,Single payment,Razorpay,Chennai,eCom Platform,2aca2293-47ee-46dd-a46f-95b7297f80f8,Valentina Lip Tint,1,,60,Successful
"4/6/2021, 9:33:38 AM",INR,360,Single payment,Razorpay,Chennai,eCom Platform,8a2c1c01-ec20-4dbb-a887-dbf2734c72d0,"Moonlight Select an Option:Sample Gloss, Ruby Select an Option:Sample Gloss",2,,60,Successful
"4/6/2021, 9:29:18 AM",INR,660,Single payment,Offline Payments,New Delhi,eCom Platform,7a888ee9-46a5-4421-8bd2-937922a20a2c,"Lip Plumper Select an Option:Sample Gloss, Ruby Lip Balm, Moonlight Select an Option:Sample Gloss",3,60,120,Successful
"4/6/2021, 7:34:30 AM",INR,610,Single payment,Razorpay,Gurugram,eCom Platform,ed85e7bb-0051-4232-ada9-45e644ee70de,Ruby Select an Option:Cylindrical Tube,1,,60,Successful
"4/6/2021, 1:50:52 AM",INR,310,Single payment,Razorpay,NAGPUR,eCom Platform,d1755ff8-9c1f-45be-a91c-22cec82ad601,Ruby Lip Balm,1,,60,Successful
"3/6/2021, 10:47:32 AM",INR,195,Single payment,Razorpay,Bangalore,eCom Platform,f9387325-3cde-48a2-a79d-5eaadf94ca7e,Moonlight Select an Option:Sample Gloss,1,15,60,Successful
"2/6/2021, 1:17:32 PM",INR,960,Single payment,Offline Payments,Agartala,eCom Platform,0f879c4b-ef02-4416-91fe-06359428fa4a,"Valentina Lip Tint, Brown Sugar, Golden Hour Select an Option:Squeeze Tube",3,,60,Successful
"2/6/2021, 5:21:44 AM",INR,195,Single payment,Razorpay,Prayagraj,eCom Platform,eedecdd7-0479-4d03-9db8-79c22e67c1b0,Moonlight Select an Option:Sample Gloss,1,15,60,Successful
"1/6/2021, 11:48:46 AM",INR,"1,020.00",Single payment,Offline Payments,Secunderabad,eCom Platform,21a16c12-044e-4a0c-9eb9-06948d8946e0,Lip and Eye mask Bundle,6,180,,Successful
"1/6/2021, 8:08:19 AM",INR,"1,046.50",Single payment,Offline Payments,Jammu,eCom Platform,dad7ada6-9311-48d1-924a-80857170b7b7,"Lavendor Lip Oil, Eye Mask, Valentina Lip Tint, Woody Select an Option:Sample Gloss",5,163.5,120,Successful
"1/6/2021, 7:09:14 AM",INR,336.25,Single payment,Razorpay,Balco Nagar,eCom Platform,503b9464-23a2-4077-be87-237f813d85e7,Valentina Lip Tint,1,48.75,60,Successful
"1/6/2021, 6:32:15 AM",INR,336.25,Single payment,Razorpay,Bengaluru,eCom Platform,79a09de4-cf45-45f1-89c7-70cc85e97211,Valentina Lip Tint,1,48.75,60,Successful
"1/6/2021, 6:13:08 AM",INR,"1,402.50",Single payment,Offline Payments,Ahmedabad,eCom Platform,57eb656c-f583-4216-824f-e652930ad467,"Euphoria Select an Option:Cylindrical Tube, Sangria Select an Option:Cylindrical Tube, Moonlight Select an Option:Cylindrical Tube",3,247.5,,Successful
"1/6/2021, 5:33:05 AM",INR,272.5,Single payment,Razorpay,Patiala,eCom Platform,bcbabf7c-e112-4373-aa08-8b8219ee30c3,24K rose Lip Oil Gloss Select an Option:Squeeze Tube,1,37.5,60,Successful
"31/5/2021, 02:01:59 PM",INR,760,Single payment,Offline Payments,Delhi,eCom Platform,f103df34-b0d4-4f0d-b6a6-b5783d54be61,"Woody Select an Option:Cylindrical Tube, Euphoria Select an Option:Sample Gloss",2,,60,Successful
"31/5/2021, 07:17:59 AM",INR,587.5,Single payment,Offline Payments,Jalpaiguri,eCom Platform,1347092a-eeeb-4f45-8d42-5a8c1d35f73f,24K rose Lip Oil Gloss Select an Option:Cylindrical Tube,1,82.5,120,Successful
"31/5/2021, 04:22:11 AM",INR,336.25,Single payment,Razorpay,Kolkata,eCom Platform,ecbd72bb-4d69-48ee-b1ab-06ccec5a2bd8,Valentina Lip Tint,1,48.75,60,Successful
"31/5/2021, 03:25:19 AM",INR,336.25,Single payment,Offline Payments,Keonjhar,eCom Platform,c0fee356-be0e-471a-b6b2-756baeaf22eb,Valentina Lip Tint,1,48.75,60,Successful
"30/5/2021, 03:29:59 PM",INR,445,Single payment,Offline Payments,Jaipur,eCom Platform,dbb21aba-86c9-4b48-9956-29ff50c9b87e,Valentina Lip Tint,1,,120,Successful
"30/5/2021, 03:20:31 PM",INR,"1,550.00",Single payment,Offline Payments,Raigarh,eCom Platform,63bbebaf-f7cf-4186-b077-8f2edaf55622,"Lip Care Bundle Lip Scrub:Crystal | Lip Oil:Lavendor | Lip Balm:Durazno, Sangria Select an Option:Cylindrical Tube",2,,,Successful
"30/5/2021, 01:20:34 PM",INR,736.25,Single payment,Offline Payments,delhi,eCom Platform,80384f11-80c0-4673-b640-4570c0972766,"Ruby Select an Option:Sample Gloss, Tan Lip Balm, Valentina Lip Tint",3,108.75,120,Successful
"30/5/2021, 01:08:31 PM",INR,336.25,Single payment,Razorpay,Muzaffarpur,eCom Platform,38492389-9f96-4de1-8371-fdaf7ea6f66b,Valentina Lip Tint,1,48.75,60,Successful
"30/5/2021, 01:02:49 PM",INR,527.5,Single payment,Razorpay,Chandrapur,eCom Platform,5e475602-fae1-4cd2-8fb3-dd10d2347860,Woody Select an Option:Cylindrical Tube,1,82.5,60,Successful
